fit_provenance,fit_end,portfolio_scope,fit_sample,period,origin,destination,actual_count,expected_count,actual_probability,fitted_probability,difference_bps
see_artifact_rows_or_cutoff_clean,2018-12-01_or_labelled_in_rows,"Local synthetic portfolio (25,000 loans)",current_full_history_fit,2019,Current,Current,94106.0,94092.95753718524,0.984939033963054,0.9848025279939844,-1.3650596906966683
see_artifact_rows_or_cutoff_clean,2018-12-01_or_labelled_in_rows,"Local synthetic portfolio (25,000 loans)",current_full_history_fit,2019,Current,DPD30,645.0,646.0665583514719,0.0067507457219111,0.0067619086121876,0.1116289027653944
see_artifact_rows_or_cutoff_clean,2018-12-01_or_labelled_in_rows,"Local synthetic portfolio (25,000 loans)",current_full_history_fit,2019,Current,Prepaid,790.0,797.4609687090821,0.0082683552252865,0.0083464437564402,0.780885311537187
see_artifact_rows_or_cutoff_clean,2018-12-01_or_labelled_in_rows,"Local synthetic portfolio (25,000 loans)",current_full_history_fit,2019,Current,Repurchased,4.0,8.51493575420107,4.186508974828615e-05,8.911963738762961e-05,0.4725454763934346
see_artifact_rows_or_cutoff_clean,2018-12-01_or_labelled_in_rows,"Local synthetic portfolio (25,000 loans)",current_full_history_fit,2019,DPD120,DPD120,124.0,122.09451353009308,0.4509090909090909,0.4439800492003384,-69.2904170875247
see_artifact_rows_or_cutoff_clean,2018-12-01_or_labelled_in_rows,"Local synthetic portfolio (25,000 loans)",current_full_history_fit,2019,DPD120,DPD150,75.0,82.11760349501832,0.2727272727272727,0.298609467254612,258.8219452733936
see_artifact_rows_or_cutoff_clean,2018-12-01_or_labelled_in_rows,"Local synthetic portfolio (25,000 loans)",current_full_history_fit,2019,DPD120,DPD90,76.0,70.18323937701877,0.2763636363636363,0.2552117795527955,-211.51856810840863
see_artifact_rows_or_cutoff_clean,2018-12-01_or_labelled_in_rows,"Local synthetic portfolio (25,000 loans)",current_full_history_fit,2019,DPD120,Prepaid,0.0,0.580135697588232,0.0,0.0021095843548662,21.09584354866298
see_artifact_rows_or_cutoff_clean,2018-12-01_or_labelled_in_rows,"Local synthetic portfolio (25,000 loans)",current_full_history_fit,2019,DPD120,Repurchased,0.0,0.0245079002815981,0.0,8.91196373876296e-05,0.891196373876296
see_artifact_rows_or_cutoff_clean,2018-12-01_or_labelled_in_rows,"Local synthetic portfolio (25,000 loans)",current_full_history_fit,2019,DPD150,ChargeOff,45.0,47.29313645790831,0.3146853146853147,0.3307212339713868,160.3591928607212
see_artifact_rows_or_cutoff_clean,2018-12-01_or_labelled_in_rows,"Local synthetic portfolio (25,000 loans)",current_full_history_fit,2019,DPD150,DPD120,30.0,28.13044363177708,0.2097902097902098,0.1967163890334061,-130.7382075680366
see_artifact_rows_or_cutoff_clean,2018-12-01_or_labelled_in_rows,"Local synthetic portfolio (25,000 loans)",current_full_history_fit,2019,DPD150,DPD150,67.0,67.2620052394223,0.4685314685314685,0.4703636730029531,18.322044714845774
see_artifact_rows_or_cutoff_clean,2018-12-01_or_labelled_in_rows,"Local synthetic portfolio (25,000 loans)",current_full_history_fit,2019,DPD150,Prepaid,1.0,0.3016705627458806,0.0069930069930069,0.0021095843548662,-48.83422638140695
see_artifact_rows_or_cutoff_clean,2018-12-01_or_labelled_in_rows,"Local synthetic portfolio (25,000 loans)",current_full_history_fit,2019,DPD150,Repurchased,0.0,0.012744108146431,0.0,8.91196373876296e-05,0.891196373876296
see_artifact_rows_or_cutoff_clean,2018-12-01_or_labelled_in_rows,"Local synthetic portfolio (25,000 loans)",current_full_history_fit,2019,DPD30,Current,618.0,642.0107076170757,0.4150436534586971,0.4311690447394732,161.25391280776168
see_artifact_rows_or_cutoff_clean,2018-12-01_or_labelled_in_rows,"Local synthetic portfolio (25,000 loans)",current_full_history_fit,2019,DPD30,DPD30,548.0,518.4438287233205,0.3680322364002686,0.348182557906864,-198.49678493404636
see_artifact_rows_or_cutoff_clean,2018-12-01_or_labelled_in_rows,"Local synthetic portfolio (25,000 loans)",current_full_history_fit,2019,DPD30,DPD60,321.0,325.2715934151376,0.2155809267965077,0.2184496933614087,28.687665649010096
see_artifact_rows_or_cutoff_clean,2018-12-01_or_labelled_in_rows,"Local synthetic portfolio (25,000 loans)",current_full_history_fit,2019,DPD30,Prepaid,2.0,3.141171104395918,0.0013431833445265,0.0021095843548662,7.664010103397701
see_artifact_rows_or_cutoff_clean,2018-12-01_or_labelled_in_rows,"Local synthetic portfolio (25,000 loans)",current_full_history_fit,2019,DPD30,Repurchased,0.0,0.1326991400701804,0.0,8.91196373876296e-05,0.891196373876296
see_artifact_rows_or_cutoff_clean,2018-12-01_or_labelled_in_rows,"Local synthetic portfolio (25,000 loans)",current_full_history_fit,2019,DPD60,DPD30,283.0,277.98812821651285,0.3814016172506738,0.3746470730680766,-67.54544182597245
see_artifact_rows_or_cutoff_clean,2018-12-01_or_labelled_in_rows,"Local synthetic portfolio (25,000 loans)",current_full_history_fit,2019,DPD60,DPD60,280.0,276.8820202152694,0.3773584905660377,0.3731563614761043,-42.02129089933449
see_artifact_rows_or_cutoff_clean,2018-12-01_or_labelled_in_rows,"Local synthetic portfolio (25,000 loans)",current_full_history_fit,2019,DPD60,DPD90,179.0,185.4984132059653,0.2412398921832884,0.2499978614635651,87.57969280276667
see_artifact_rows_or_cutoff_clean,2018-12-01_or_labelled_in_rows,"Local synthetic portfolio (25,000 loans)",current_full_history_fit,2019,DPD60,Prepaid,0.0,1.5653115913107931,0.0,0.0021095843548662,21.09584354866298
see_artifact_rows_or_cutoff_clean,2018-12-01_or_labelled_in_rows,"Local synthetic portfolio (25,000 loans)",current_full_history_fit,2019,DPD60,Repurchased,0.0,0.0661267709416211,0.0,8.911963738762959e-05,0.8911963738762959
see_artifact_rows_or_cutoff_clean,2018-12-01_or_labelled_in_rows,"Local synthetic portfolio (25,000 loans)",current_full_history_fit,2019,DPD90,DPD120,124.0,119.54879935970254,0.2792792792792792,0.2692540526119427,-100.25226667336572
see_artifact_rows_or_cutoff_clean,2018-12-01_or_labelled_in_rows,"Local synthetic portfolio (25,000 loans)",current_full_history_fit,2019,DPD90,DPD60,132.0,138.2395564209463,0.2972972972972973,0.3113503522994286,140.53055002131276
